Q510383,"Q15974311, Q4421","Q3000, Q479387",58.49 (2017-12-31T00:00:00Z),,Point(10.3731 53.5422),"0 (1975-12-31T00:00:00Z), 0 (2017-12-31T00:00:00Z)",,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sachsenwald%20in%20RZ.svg,RZ,21521,,,,,4105163-4,2842497,324110,,,01053105,010539105105,Sachsenwald,Sachsenwald,Sachsenwald,gemeindefreies Gebiet in Schleswig-Holstein,"forest near Hamburg, Germany",,https://de.wikipedia.org/wiki/Sachsenwald,https://en.wikipedia.org/wiki/Sachsenwald,https://fr.wikipedia.org/wiki/Sachsenwald,Schleswig-Holstein,Kreis Herzogtum Lauenburg,None,
Q16215169,Q15974311,Q10429,7.7,,Point(12.2333 49.05),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kreuther%20Forst%20in%20R.svg,,,,,,,,,2625956,,,09375452,093759452452,Kreuther Forst,Kreuther Forst,Kreuther Forst,gemeindefreies Gebiet im Landkreis Regensburg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Kreuther_Forst,,,Bayern,Landkreis Regensburg,None,
Q9284869,Q15974311,Q10474,0.56,,Point(11.7842 48.9262),0 (2019-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gemeindefreies%20Gebiet%20Hacklberg%20in%20KEH.svg,,,,,,,,,956652,,,09273453,092739453453,Hacklberg,Hacklberg,Hacklberg,Gemeindefreies Gebiet im Landkreis Kelheim in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Gemeindefreies_Gebiet_Hacklberg,,,Bayern,Landkreis Kelheim,None,
Q9275396,Q15974311,Q10487,6.59,,Point(13.6833 48.8167),0 (2019-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Graineter%20Wald%20in%20FRG.svg,,,,,,,,,958951,,,09272453,092729453453,Graineter Wald,Graineter Wald,Graineter Wald,gemeindefreies Gebiet im Landkreis Freyung-Grafenau in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Graineter_Wald,,,Bayern,Landkreis Freyung-Grafenau,None,
Q9370287,Q15974311,Q10487,11.47,,Point(13.4531 48.9295),0 (2019-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Waldh%C3%A4userwald%20in%20FRG.svg,,,,,,,,,958950,,,09272463,092729463463,Waldhäuserwald,Waldhäuserwald,Waldhäuserwald,gemeindefreies Gebiet im Landkreis Freyung-Grafenau in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Waldh%C3%A4userwald,,,Bayern,Landkreis Freyung-Grafenau,None,
Q11771807,Q15974311,Q10487,24.64,,Point(13.55 48.95),0,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mauther%20Forst%20in%20FRG.svg,,,,,,,,,958954,,,09272456,092729456456,Mauther Forst,Mauther Forst,Mauther Forst,gemeindefreies Gebiet im Landkreis Freyung-Grafenau in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Mauther_Forst,,,Bayern,Landkreis Freyung-Grafenau,None,
Q15302556,Q15974311,Q10410,5.25,,Point(10.074247222 48.228288888),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Auwald%20%28gemeindefreies%20Gebiet%29%20in%20NU.svg,,,,,,,,,941083,,,09775451,097759451451,Auwald,Auwald,Auwald,gemeindefreies Gebiet im Landkreis Neu-Ulm in Bayern,"unincorporated area in the district of Neu-Ulm, Bavaria, Germany",,https://de.wikipedia.org/wiki/Auwald_(gemeindefreies_Gebiet),,,Bayern,Landkreis Neu-Ulm,None,
Q15303470,"Q15974311, Q4421",Q10408,3.24,,"Point(10.28682 47.99954), Point(10.2833 48.0)",0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ungerhauser%20Wald%20in%20MN.svg,,,,,,,,2820121,958673,,,09778451,097789451451,Ungerhauser Wald,Ungerhauser Wald,Ungerhauser Wald,gemeindefreies Gebiet im Landkreis Unterallgäu in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Ungerhauser_Wald,,,Bayern,Landkreis Unterallgäu,None,
Q1369924,Q15974311,Q10418,3.25,,Point(11.024377777 48.634219444),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Esterholz%20in%20DON.svg,,,,,,,,,3094856,,,09779453,097799453453,Esterholz,Esterholz,Esterholz,gemeindefreies Gebiet im Landkreis Donau-Ries in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Esterholz_(gemeindefreies_Gebiet),,,Bayern,Landkreis Donau-Ries,None,
Q1251839,Q15974311,Q10518,83.47,,Point(10.9592 47.5222),0 (2020-03-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ettaler%20Forst%20in%20GAP.svg,,,,,,,,,939331,,,09180451,091809451451,Ettaler Forst,Ettaler Forst,Ettaler Forst,gemeindefreies Gebiet im Landkreis Garmisch-Partenkirchen in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Ettaler_Forst,,,Bayern,Landkreis Garmisch-Partenkirchen,None,
Q9322960,Q15974311,Q10526,3.04,,Point(12.0667 47.95),0 (2020-03-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rotter%20Forst-S%C3%BCd%20in%20RO.svg,,,,,,,,,2186947,,,09187452,091879452452,Rotter Forst-Süd,Rotter Forst-Süd,Rotter Forst-Süd,gemeindefreies Gebiet im Landkreis Rosenheim in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Rotter_Forst-S%C3%BCd,,,Bayern,Landkreis Rosenheim,None,
Q17283185,Q15974311,Q10528,77.76,,Point(12.47 47.89),0 (2020-03-31T00:00:00Z),,,,,,,,,,,,,,,2608236,,,09189451,091899451451,Chiemsee,Chiemsee,Chiemsee,gemeindefreies Gebiet im Landkreis Traunstein in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Chiemsee_(gemeindefreies_Gebiet),,,Bayern,Landkreis Traunstein,None,
Q1298096,Q15974311,Q10541,26.76,,Point(11.8903 48.0967),0 (2020-03-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Eglhartinger%20Forst%20in%20EBE.svg,,,,,,,,,929929,,,09175453,091759453453,Eglhartinger Forst,Eglhartinger Forst,Eglhartinger Forst,gemeindefreies Gebiet im Landkreis Ebersberg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Eglhartinger_Forst,,,Bayern,Landkreis Ebersberg,None,
Q1437455,Q15974311,Q8191,9.94 (2017-12-31T00:00:00Z),,Point(7.69639 48.2781),"0 (1975-12-31T00:00:00Z), 0 (2017-12-31T00:00:00Z)",,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rheinau%20%28gemeindefreies%20Gebiet%29%20in%20OG.svg,,,,,,,,,1085763,,,08317971,083179971971,Rheinau,Rheinau,Secteur non constitué en municipalité de Rhinau,gemeindefreies Gebiet,unincorporated area in Germany,Secteur non constitué en municipalité de Rhinau,https://de.wikipedia.org/wiki/Rheinau_(gemeindefreies_Gebiet),,https://fr.wikipedia.org/wiki/Secteur_non_constitu%C3%A9_en_municipalit%C3%A9_de_Rhinau,Baden-Württemberg,Ortenaukreis,None,
Q1520648,Q15974311,Q7890,"182.54 (2017-12-31T00:00:00Z), 18416 (1961-01-01T00:00:00Z)",,Point(9.548930555 51.515780555),0 (2017-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Reinhardswald.svg,,,,,,,,,1112224,,,06633200,066339200200,Gutsbezirk Reinhardswald,Gutsbezirk Reinhardswald,,gemeindefreies Gebiet im Landkreis Kassel,"unincorporated area in Landkreis Kassel in Hesse, Germany",,https://de.wikipedia.org/wiki/Gutsbezirk_Reinhardswald,https://en.wikipedia.org/wiki/Gutsbezirk_Reinhardswald,,Hessen,Landkreis Kassel,None,
Q9251729,Q15974311,Q5973,12.93 (2017-12-31T00:00:00Z),,Point(9.735585 51.901131),0 (2017-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Eimen%20%28gemeindefrei%29%20in%20HOL.svg,,,,,,,,,2017031,,,03255502,032559502502,Eimen,Eimen,,Gemeindefreies Gebiet im Landkreis Holzminden,unincorporated area in Lower Saxony,,https://de.wikipedia.org/wiki/Eimen_(gemeindefreies_Gebiet),,,Niedersachsen,Landkreis Holzminden,None,
Q321389,Q15974311,Q6040,"371.76, 372.39 (2017-12-31T00:00:00Z)",,Point(10.45 51.8167),0 (2017-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Harz%20%28Landkreis%20Goslar%29%20in%20GS.svg,GS,,,,,,,,1616919,,,03153504,031539504504,Harz,Harz,Harz,"gemeindefreies Gebiet im Landkreis Goslar, Niedersachsen, Deutschland","unincorporated area in Goslar district, Lower Saxony, Germany",,https://de.wikipedia.org/wiki/Harz_(Landkreis_Goslar),https://en.wikipedia.org/wiki/Harz_(Landkreis_Goslar),,Niedersachsen,Landkreis Goslar,None,
Q11769915,Q15974311,Q6047,15.86 (2017-12-31T00:00:00Z),,Point(10.9833 52.3),0 (2017-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mariental%20%28gemeindefrei%29%20in%20HE.svg,,,,,,,,,1614219,,,03154504,031549504504,Mariental,Mariental,,gemeindefreies Gebiet in Niedersachsen,unincorporated area in Lower Saxony,,https://de.wikipedia.org/wiki/Mariental_(gemeindefreies_Gebiet),,,Niedersachsen,Landkreis Helmstedt,None,
Q9266697,Q15974311,Q10461,0.78,,Point(10.4333 49.864),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Geiersberg%20%28Gemeindefreies%20Gebiet%29%20in%20SW.svg,,,,,,,,,2594608,,,09678452,096789452452,Geiersberg,Geiersberg,Geiersberg,gemeindefreies Gebiet im Landkreis Schweinfurt in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Geiersberg_(gemeindefreies_Gebiet),,,Bayern,Landkreis Schweinfurt,None,
Q1498708,Q15974311,Q10466,2.42 (2018-12-31T00:00:00Z),,Point(9.78298 50.2436),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Geiersnest-West%20in%20KG.svg,,,,,,,,,2603963,,,09672456,096729456456,Geiersnest-West,Geiersnest-West,Geiersnest-West,gemeindefreies Gebiet im Landkreis Bad Kissingen in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Geiersnest-West,,,Bayern,Landkreis Bad Kissingen,None,
Q20026594,Q15974311,Q10466,4.67 (2018-12-31T00:00:00Z),,Point(9.8641 50.3454),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gro%C3%9Fer%20Auersberg%20in%20KG.svg,,,,,,,,,384314,,,09672457,096729457457,Großer Auersberg,Großer Auersberg,Großer Auersberg,gemeindefreies Gebiet im Landkreis Bad Kissingen in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Gro%C3%9Fer_Auersberg_(gemeindefreies_Gebiet),,,Bayern,Landkreis Bad Kissingen,None,
Q9261545,Q15974311,Q10465,14.3,,Point(10.05 50.333),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Forst%20Schmalwasser-S%C3%BCd%20in%20NES.svg,,,,,,,,,1156763,,,09673454,096739454454,Forst Schmalwasser-Süd,Forst Schmalwasser-Süd,Forst Schmalwasser-Süd,gemeindefreies Gebiet im Landkreis Rhön-Grabfeld in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Forst_Schmalwasser-S%C3%BCd,,,Bayern,Landkreis Rhön-Grabfeld,None,
Q965087,"Q1499928, Q15974311",Q10471,37.74 (2018-12-31T00:00:00Z),,Point(9.38679 49.9063),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rohrbrunner%20Forst%20in%20AB.svg,,,,,,,,,534765,,,09671456,096719456456,Rohrbrunner Forst,Rohrbrunner Forst,Rohrbrunner Forst,gemeindefreies Gebiet im Landkreis Aschaffenburg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Rohrbrunner_Forst,,,Bayern,Landkreis Aschaffenburg,None,
Q1614341,"Q1499928, Q15974311",Q10469,2.99,,Point(9.571336111 50.099030555),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Herrnwald%20in%20MSP.svg,,,,,,,,,1066104,,,09677458,096779458458,Herrnwald,Herrnwald,Herrnwald,gemeindefreies Gebiet im Landkreis Main-Spessart in Bayern,unincorporated area of Landkreis Main-Spessart in Germany,,https://de.wikipedia.org/wiki/Herrnwald,,,Bayern,Landkreis Main-Spessart,None,
Q1355575,Q15974311,Q10447,11.77 (2018-12-31T00:00:00Z),,Point(11.1583 49.4889),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Erlenstegener%20Forst%20in%20ERH.svg,,,,,,,,,1016522,,,09572454,095729454454,Erlenstegener Forst,Erlenstegener Forst,Erlenstegener Forst,gemeindefreies Gebiet im Landkreis Erlangen-Höchstadt in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Erlenstegener_Forst,,,Bayern,Landkreis Erlangen-Höchstadt,None,
Q1772620,Q15974311,Q10451,1.3 (2018-12-31T00:00:00Z),,Point(11.1 49.2956),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gemeindefreies%20Gebiet%20Soos%20in%20RH.svg,,,,,,,,,65325,,,09576455,095769455455,Soos,Soos,Soos,gemeindefreies Gebiet im mittelfränkischen Landkreis Roth in Deutschland,unincorporated area in Landkreis Roth in Germany,,https://de.wikipedia.org/wiki/Soos_(gemeindefreies_Gebiet),,,Bayern,Landkreis Roth,None,
Q1272268,Q15974311,Q10449,18.37 (2020-12-31T00:00:00Z),,Point(11.2031 49.4083),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gemeindefreies%20Gebiet%20Fischbach%20in%20LAU.svg,,,,,,,,,65077,,,09574455,095749455455,Fischbach,Fischbach,Fischbach,gemeindefreies Gebiet im Landkreis Nürnberger Land in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Fischbach_(gemeindefreies_Gebiet),,,Bayern,Landkreis Nürnberger Land,None,
Q15309917,Q15974311,Q10449,7.53 (2018-12-31T00:00:00Z),,Point(11.223705555 49.45945),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Haimendorfer%20Forst%20in%20LAU.svg,,,,,,,,,65152,,,09574458,095749458458,Haimendorfer Forst,Haimendorfer Forst,Haimendorfer Forst,gemeindefreies Gebiet im Landkreis Nürnberger Land in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Haimendorfer_Forst,,,Bayern,Landkreis Nürnberger Land,None,
Q11770742,Q15974311,Q10431,6.78,,Point(12.0057 50.186),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Martinlamitzer%20Forst-Nord%20in%20HO.svg,,,,,,,,,1021695,,,09475454,094759454454,Martinlamitzer Forst-Nord,Martinlamitzer Forst-Nord,Martinlamitzer Forst-Nord,Gemeindefreies Gebiet im Landkreis Hof in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Martinlamitzer_Forst-Nord,,,Bayern,Landkreis Hof,None,
Q11733322,Q15974311,Q10432,8.01,,Point(12.143669444 50.113605555),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kaiserhammer%20Forst-Ost%20in%20WUN.svg,,,,,,,,,1851142,,,09479453,094799453453,Kaiserhammer Forst-Ost,Kaiserhammer Forst-Ost,Kaiserhammer Forst-Ost,Gemeindefreies Gebiet im Landkreis Wunsiedel in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Kaiserhammer_Forst-Ost,,,Bayern,Landkreis Wunsiedel i. Fichtelgebirge,None,
Q9261541,"Q15974311, Q486972",Q10439,7.55 (2018-12-31T00:00:00Z),,Point(11.4667 49.9667),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Forst%20Neust%C3%A4dtlein%20am%20Forst%20in%20BT.svg,,,,,,,,,1070996,,,09472454,094729454454,Forst Neustädtlein am Forst,Forst Neustädtlein am Forst,Forst Neustädtlein am Forst,gemeindefreies Gebiet im Landkreis Bayreuth in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Forst_Neust%C3%A4dtlein_am_Forst,,,Bayern,Landkreis Bayreuth,None,
Q21289729,Q15974311,Q10439,7.61 (2018-12-31T00:00:00Z),,Point(11.506741666 49.964797222),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Heinersreuther%20Forst%20in%20BT.svg,,,,,,,,,1070985,,,09472458,094729458458,Heinersreuther Forst,Heinersreuther Forst,Heinersreuther Forst,gemeindefreies Gebiet im Landkreis Bayreuth in Oberfranken in Bayern,"unincorporated area in Upper Franconia, Bavaria, Germany",,https://de.wikipedia.org/wiki/Heinersreuther_Forst,,,Bayern,Landkreis Bayreuth,None,
Q9250131,Q15974311,Q10444,9.02,,Point(10.4667 49.8667),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ebracher%20Forst%20in%20BA.svg,,,,,,,,,1077555,,,09471452,094719452452,Ebracher Forst,Ebracher Forst,Ebracher Forst,Gemeindefreies Gebiet im Landkreis Bamberg in Bayern,unincorporated in Germany,,https://de.wikipedia.org/wiki/Ebracher_Forst,,,Bayern,Landkreis Bamberg,None,
Q11835783,Q15974311,Q10444,4.49,,Point(10.8356 49.9579),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Semberg%20in%20BA.svg,,,,,,,,2833123,1077547,,,09471459,094719459459,Semberg,Semberg,Semberg,Gemeindefreies Gebiet im Landkreis Bamberg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Semberg,,,Bayern,Landkreis Bamberg,None,
Q9251689,Q15974311,Q10421,2.78 (2018-12-31T00:00:00Z),,Point(11.763530555 49.464369444),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Eichen%20%28gemeindefreies%20Gebiet%29%20in%20AS.svg,,,,,,,,,1028555,,,09371452,093719452452,Eichen,Eichen,Eichen,gemeindefreies Gebiet im Landkreis Amberg-Sulzbach in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Eichen_(gemeindefreies_Gebiet),,,Bayern,Landkreis Amberg-Sulzbach,None,
Q11802209,Q15974311,Q10474,,,Point(11.865 49.0),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Paintner%20Forst%20in%20KEH.svg,,,,,,,,,,,,,092739455455,Paintner Forst,Paintner Forst,Paintner Forst,ehemaliges gemeindefreies Gebiet im Landkreis Kelheim in Bayern,former unincorporated area in Germany,,https://de.wikipedia.org/wiki/Paintner_Forst,,,Bayern,Landkreis Kelheim,None,
Q11740130,"Q15974311, Q4421",Q10487,,,Point(13.2833 48.9333),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Klingenbrunner%20Wald%20in%20FRG.svg,,,,,,,,2887733,,,,,092729454454,Klingenbrunner Wald,Klingenbrunner Wald,Klingenbrunner Wald,Ehemaliges gemeindefreies Gebiet im Landkreis Freyung-Grafenau in Bayern,former unincorporated area in Germany,,https://de.wikipedia.org/wiki/Klingenbrunner_Wald,,,Bayern,Landkreis Freyung-Grafenau,None,
Q15303472,Q15974311,Q10410,15.79,,Point(10.242763888 48.331494444),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Stoffenrieder%20Forst%20in%20NU.svg,,,,,,,,,941082,,,09775454,097759454454,Stoffenrieder Forst,Stoffenrieder Forst,Stoffenrieder Forst,gemeindefreies Gebiet im Landkreis Neu-Ulm in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Stoffenrieder_Forst,,,Bayern,Landkreis Neu-Ulm,None,
Q17283152,Q15974311,Q10507,47.4,,Point(11.116666666 48.0),0,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Starnberger%20See.svg,,,,,,,,,939474,,,09181451,091819451451,Ammersee,Ammersee,Ammersee,gemeindefreies Gebiet im Landkreis Landsberg am Lech in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Ammersee_(gemeindefreies_Gebiet),,,Bayern,Landkreis Landsberg am Lech,None,
Q9334209,Q15974311,Q10530,17.01,,Point(13.0 47.7),0,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Schellenberger%20Forst%20in%20BGL.svg,,,,,,,,,941834,,,09172454,091729454454,Schellenberger Forst,Schellenberger Forst,Schellenberger Forst,gemeindefreies Gebiet im Landkreis Berchtesgadener Land in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Schellenberger_Forst,,,Bayern,Landkreis Berchtesgadener Land,None,
Q252634,"Q15974311, Q338112, Q4421",Q10544,13.36,,Point(11.576638888 48.067211111),0 (2020-03-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Perlacher%20Forst%20in%20M.svg,,,,,,,,2854856,929703,,,09184457,091849457457,Perlacher Forst,Perlacher Forst,Perlacher Forst,gemeindefreies Gebiet im Landkreis München in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Perlacher_Forst,,,Bayern,Landkreis München,None,
Q648962,Q15974311,Q5922,"177.99, 179 (2017-12-31T00:00:00Z)",,Point(9.733333333 52.85),1961 (2017-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Osterheide%20in%20HK.svg,HK,"29664, 29649, 29683",,,,,,,2084704,,,03358501,033589501501,Osterheide,Osterheide,Osterheide,gemeindefreier Bezirk im Landkreis Heidekreis,unincorporated area in Germany,commune allemande,https://de.wikipedia.org/wiki/Osterheide,https://en.wikipedia.org/wiki/Osterheide,,Niedersachsen,Heidekreis,None,
Q9287622,Q15974311,Q6047,18.73 (2017-12-31T00:00:00Z),,Point(11.0333 52.2333),0 (2017-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Helmstedt%20%28gemeindefrei%29%20in%20HE.svg,,,,,,,,,1614220,,,03154502,031549502502,Helmstedt,Helmstedt,Helmstedt,gemeindefreies Gebiet in Niedersachsen,unincorporated area in Lower Saxony,,https://de.wikipedia.org/wiki/Helmstedt_(gemeindefreies_Gebiet),,,Niedersachsen,Landkreis Helmstedt,None,
Q1258150,Q15974311,Q10466,0.85 (2018-12-31T00:00:00Z),,Point(9.76908 50.2769),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Dreistelzer%20Forst%20in%20KG.svg,,,,,,,,,2602738,,,09672451,096729451451,Dreistelzer Forst,Dreistelzer Forst,Dreistelzer Forst,gemeindefreies Gebiet im Landkreis Bad Kissingen in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Dreistelzer_Forst,,,Bayern,Landkreis Bad Kissingen,None,
Q1531233,Q15974311,Q10465,2.72,,Point(10.3894 50.3577),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Weigler%20in%20NES.svg,,,,,,,,,387523,,,09673458,096739458458,Weigler,Weigler,Weigler,gemeindefreies Gebiet im Landkreis Rhön-Grabfeld in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Weigler,,,Bayern,Landkreis Rhön-Grabfeld,None,
Q1483610,"Q1499928, Q15974311",Q10469,30.66,,Point(9.49691 49.9043),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%BCrstlich%20L%C3%B6wensteinscher%20Park%20in%20MSP.svg,,,,,,,,,2607209,,,09677456,096779456456,Fürstlich Löwensteinscher Park,Fürstlich Löwensteinscher Park,Fürstlich Löwensteinscher Park,gemeindefreies Gebiet im Landkreis Main-Spessart in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/F%C3%BCrstlich_L%C3%B6wensteinscher_Park,,,Bayern,Landkreis Main-Spessart,None,
Q1786000,Q15974311,Q10447,12.18 (2018-12-31T00:00:00Z),,Point(11.0903 49.5139),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kraftshofer%20Forst%20in%20ERH.svg,,,,,,,,,1016535,,,09572458,095729458458,Kraftshofer Forst,Kraftshofer Forst,Kraftshofer Forst,gemeindefreies Gebiet im Landkreis Erlangen-Höchstadt in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Kraftshofer_Forst,,,Bayern,Landkreis Erlangen-Höchstadt,None,
Q1499414,Q15974311,Q10449,6.55 (2018-12-31T00:00:00Z),,Point(11.1964 49.4442),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Laufamholzer%20Forst%20in%20LAU.svg,,,,,,,,,65147,,,09574460,095749460460,Laufamholzer Forst,Laufamholzer Forst,Laufamholzer Forst,gemeindefreies Gebiet im Landkreis Nürnberger Land in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Laufamholzer_Forst,,,Bayern,Landkreis Nürnberger Land,None,
Q9362494,Q15974311,Q10432,14.46,,Point(11.9167 50.0),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Tr%C3%B6stauer%20Forst-West%20in%20WUN.svg,,,,,,,,,1022877,,,09479460,094799460460,Tröstauer Forst-West,Tröstauer Forst-West,Tröstauer Forst-West,Gemeindefreies Gebiet im Landkreis Wunsiedel in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Tr%C3%B6stauer_Forst-West,,,Bayern,Landkreis Wunsiedel i. Fichtelgebirge,None,
Q11756933,Q15974311,Q10439,,,Point(11.5167 49.85),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lindenhardter%20Forst-Nordwest%20in%20BT.svg,,,,,,,,,1071010,,,,094729460460,Lindenhardter Forst-Nordwest,Lindenhardter Forst-Nordwest,Lindenhardter Forst-Nordwest,ehemaliges gemeindefreies Gebiet im Landkreis Bayreuth in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Lindenhardter_Forst-Nordwest,,,Bayern,Landkreis Bayreuth,None,
Q9393264,Q15974311,Q10444,5.78,,Point(10.9 49.95),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%BCckshuter%20Forst%20in%20BA.svg,,,,,,,,,1077538,,,09471462,094719462462,Zückshuter Forst,Zückshuter Forst,Zückshuter Forst,Gemeindefreies Gebiet im Landkreis Bamberg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Z%C3%BCckshuter_Forst,,,Bayern,Landkreis Bamberg,None,
